path	role	compile_obligation	bytes	sha256
tests/modules/core/math.bbb	dormant-custom-language	preserved-not-active	86	109cbcb67a7bc68ecaa973368aedafcc1d63a71a6a1dc33bb074a8f6da006f22
tests/modules/system/platform.bbb	dormant-custom-language	preserved-not-active	47	ab14b987079465097482b374c1047b00251f34216b7dd095fc4338eb0ca878e8
tests/native_retirement_inventory_test.py	support-file	dependency-only	6874	7e12fcd5883e1b54271818a8fb0c5aea205f11caa5509482838f945ffc82d5ea
tests/recover_branch_work_test.py	support-file	dependency-only	8930	735d8708c34f017bdd79b3b35b8a7f4f9c954410dd2f7b71846efead17f4ed8d
tests/runtime_boundary_regression.c	subject	registered-non-object-control	3464	dcac3a1defcfd7f221cd67906afd3d42a392d6fe7a3295488c8735297e1bf224
tests/runtime_boundary_regression.py	support-file	dependency-only	1390	db85c3cf3bc55dd7d43a7f89c75da5a92049d6d3998d6b99a88e64935a055205
tests/self_host_bootstrap_invalid.c	negative-diagnostic-fixture	registered-rejection-control	140	1bd50bee48ecad837b7349e201280252ba86172bad79a416263b03d9aa55d2b1
tests/self_host_bootstrap_probe.c	subject	supported-object-zero-fallback	4923	01ac3cc8a610766dbeab21508811f06f73a956fe1f86c5e10452a9116ef6b7b1
tests/sysv_sseup.h	support-file	dependency-only	1505	9207e06e99890d4aed3b33e7521c09d9b9bb0e8f53df06ca5d4fc3e74f32768d
tests/truetype_dependency_test.py	support-file	dependency-only	6052	dabc4feaef5a719bbaad7c644a8a0ca2ec49582c86cdd50ee1c05e4503d20db9
tests/uefi_abi_contract.h	support-file	dependency-only	7381	7bb181ac10a2d312f8dcc1eda232db9893f16d0320fcf23e69b6c333b9bb4a24
tests/uefi_boot.c	subject	supported-object-zero-fallback	4348	66a843b7c5e9173ef8bc57125d0f4966f40a63982cc111544dcd87aa96c4d93b
tests/vector_joins.h	support-file	dependency-only	297	c834611596ab9d574491156d58dfb46ab21dec58b1b4696a389c26be423499ce
tests/wasm_integer_execution.js	support-file	dependency-only	2390	07d0294ae7661f5057f583b53488a48b62f70f0cb35013beedc97c5586c5a4d6
tests/wasm_integer_opcodes_execution.js	support-file	dependency-only	2535	b4d5b24ac61630af3f8169bddb4b6f15bec054ec10b4da90e453b7130e3ae2d0
tests/wasm_local_aggregate_execution.js	support-file	dependency-only	917	c55f3ffa912abc4cf6c573b95d2f5c5c62adf3a6097c1eaa2d34b2ff7b8899a2
tests/wasm_memory_alignment_execution.js	support-file	dependency-only	1082	f2bdaad51b03e485524e0a6ad74110cc4287a54adfe3b35dc250181874bdfee6
tests/wasm_memory_alignment_regression.c	subject	registered-non-object-control	2712	8a89b9fde6a5b7a551908f11d15808c94dea9739958dd681b34c3d0b10f6416c
tests/wasm_memory_alignment_regression.py	support-file	dependency-only	3388	2f02a99839d4b905232fe33f62741fec69bfbbe22bc21270a184d351ed14743d
tests/windows_arm64_mir_unwind.c	subject	supported-object-zero-fallback	10298	de2cb91ef18e815bdeda798c7f80e884728a4f866d320980d87a8eecd61dc106
tests/windows_unicode_regression.c	subject	registered-non-object-control	6621	2116763607b018c24ca73853c2e4b1fe55163fd60838eb3a8c96d36e5c728c66
tests/x86_64_forwarding_encoding_oracle.s	support-file	dependency-only	942	67934c9c8d1018972ecb9277ea069b2176ae3f7abf75c72a7020f1829972e273
tests/x86_64_got_encoding_oracle.s	support-file	dependency-only	4923	6a4c9af5db059e503d1855c14b6ce5e21dab825a615f1c26ac747a21546dd1b1
tests/x86_64_movabs_encoding_oracle.s	support-file	dependency-only	9330	a262d3167c597a79389f04bd410744b4543ab39375cbcdc8a84345ff6e77f52f
tests/x86_64_tls_encoding_oracle.s	support-file	dependency-only	1669	788fc08d059a6d1dacc37392258a9810086977715d029c3dd9433b7a43e1d977
